packet.num,eth.type,frame.len,frame.time_epoch,frame.time_delta,ip.version,ip.hdr_len,ip.dsfield.dscp,ip.len,ip.id,ip.flags,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,ip.flags.mf,ip.frag_offset.1,ip.fragment.overlap,tcp.flags.ack,tcp.analysis.retransmission,tcp.flags.push,tcp.flags.syn,tcp.flags.fin,tcp.flags.urg,SMC1,SMC2,SMC3,SDC1,SDC2,SDC3,DMC1,DMC2,DMC3,DDC1,DDC2,DDC3
415695,2048,118,1276370874.325265,0.002149,4,5,0,104,53637,2,,44,6,37618,80.66.211.179,192.168.5.122,51897.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415713,2048,166,1276370874.512487,0.018564,4,5,0,152,53638,2,,44,6,37569,80.66.211.179,192.168.5.122,51897.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415755,2048,166,1276370874.683432,0.000945,4,5,0,152,53639,2,,44,6,37568,80.66.211.179,192.168.5.122,51897.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415968,2048,74,1276370876.597572,0.100383,4,5,0,60,45211,2,,44,6,46088,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415970,2048,118,1276370876.59934,0.001347,4,5,0,104,53640,2,,44,6,37615,80.66.211.179,192.168.5.122,51897.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415974,2048,66,1276370876.755226,0.054811,4,5,0,52,45212,2,,44,6,46095,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415980,2048,87,1276370876.920851,0.120532,4,5,0,73,45214,2,,44,6,46072,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415987,2048,218,1276370877.096962,0.075172,4,5,0,204,45215,2,,44,6,45940,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415989,2048,66,1276370877.172552,0.040776,4,5,0,52,53643,2,,44,6,37664,80.66.211.179,192.168.5.122,51897.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415991,2048,78,1276370877.185791,0.012877,4,5,0,64,53644,2,,44,6,37651,80.66.211.179,192.168.5.122,51897.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
415996,2048,210,1276370877.312264,0.072245,4,5,0,196,45216,2,,44,6,45947,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416014,2048,82,1276370878.012177,0.076315,4,5,0,68,45219,2,,44,6,46072,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416041,2048,118,1276370878.6947289,0.137277,4,5,0,104,45221,2,,44,6,46034,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416050,2048,66,1276370878.8535342,0.001865,4,5,0,52,45222,2,,44,6,46085,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416051,2048,166,1276370878.857632,0.004098,4,5,0,152,45223,2,,44,6,45984,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416054,2048,150,1276370879.020416,0.038844,4,5,0,136,45224,2,,44,6,45999,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416312,2048,118,1276370880.950071,0.023921,4,5,0,104,45225,2,,44,6,46030,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416313,2048,66,1276370880.950104,3.3e-05,4,5,0,52,45226,2,,44,6,46081,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416315,2048,74,1276370880.950665,0.000345,4,5,0,60,22794,2,,44,6,2970,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416328,2048,66,1276370881.1437511,0.022836,4,5,0,52,45227,2,,44,6,46080,80.66.211.179,192.168.5.122,53147.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416329,2048,66,1276370881.145967,0.002216,4,5,0,52,22795,2,,44,6,2977,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416346,2048,66,1276370881.3228471,0.007026,4,5,0,52,22796,2,,44,6,2976,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416347,2048,87,1276370881.323631,0.000784,4,5,0,73,22797,2,,44,6,2954,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416362,2048,218,1276370881.5184712,0.022471,4,5,0,204,22798,2,,44,6,2822,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416379,2048,210,1276370881.734038,0.00059,4,5,0,196,22799,2,,44,6,2829,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416398,2048,82,1276370881.926712,0.050424,4,5,0,68,22800,2,,44,6,2956,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416410,2048,118,1276370882.1268291,0.018329,4,5,0,104,22801,2,,44,6,2919,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416425,2048,166,1276370882.300338,0.012179,4,5,0,152,22802,2,,44,6,2870,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416446,2048,166,1276370882.45998,0.032192,4,5,0,152,22803,2,,44,6,2869,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416686,2048,74,1276370884.4731448,7e-06,4,5,0,60,36514,2,,44,6,54785,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416687,2048,118,1276370884.473175,3e-05,4,5,0,104,22804,2,,44,6,2916,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416688,2048,66,1276370884.473276,0.000101,4,5,0,52,22805,2,,44,6,2967,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416745,2048,66,1276370884.652035,6e-06,4,5,0,52,36515,2,,44,6,54792,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416749,2048,66,1276370884.662157,0.002638,4,5,0,52,22806,2,,44,6,2966,80.66.211.179,192.168.5.122,53573.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
416797,2048,66,1276370884.8274198,7e-06,4,5,0,52,36516,2,,44,6,54791,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417030,2048,87,1276370885.612848,0.016435,4,5,0,73,36518,2,,44,6,54768,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417082,2048,218,1276370885.795136,0.002782,4,5,0,204,36519,2,,44,6,54636,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417148,2048,210,1276370885.996973,3.9e-05,4,5,0,196,36520,2,,44,6,54643,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417219,2048,82,1276370886.204674,0.002628,4,5,0,68,36521,2,,44,6,54770,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417279,2048,118,1276370886.413919,7e-06,4,5,0,104,36522,2,,44,6,54733,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417343,2048,166,1276370886.599436,0.007904,4,5,0,152,36523,2,,44,6,54684,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417405,2048,150,1276370886.789432,7e-06,4,5,0,136,36524,2,,44,6,54699,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417970,2048,118,1276370889.196236,6e-06,4,5,0,104,36527,2,,44,6,54728,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,1.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
417999,2048,78,1276370889.357335,0.06886,4,5,0,64,36528,2,,44,6,54767,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418000,2048,66,1276370889.358058,0.000723,4,5,0,52,36529,2,,44,6,54778,80.66.211.179,192.168.5.122,53837.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418176,2048,74,1276370891.682534,0.065634,4,5,0,60,3677,2,,44,6,22087,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418197,2048,66,1276370891.8429089,0.014539,4,5,0,52,3678,2,,44,6,22094,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418200,2048,66,1276370892.010077,0.103808,4,5,0,52,3679,2,,44,6,22093,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418201,2048,87,1276370892.0107138,0.000637,4,5,0,73,3680,2,,44,6,22071,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418206,2048,218,1276370892.212596,0.12513,4,5,0,204,3681,2,,44,6,21939,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418212,2048,210,1276370892.407347,0.025018,4,5,0,196,3682,2,,44,6,21946,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418216,2048,82,1276370892.6017532,0.042681,4,5,0,68,3683,2,,44,6,22073,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418329,2048,118,1276370894.294462,0.0027,4,5,0,104,3686,2,,44,6,22034,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418337,2048,166,1276370894.4698312,0.164775,4,5,0,152,3687,2,,44,6,21985,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418341,2048,150,1276370894.6449668,0.126487,4,5,0,136,3688,2,,44,6,22000,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418465,2048,118,1276370897.295073,0.099791,4,5,0,104,3689,2,,44,6,22031,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418468,2048,66,1276370897.29639,0.000593,4,5,0,52,3690,2,,44,6,22082,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418470,2048,74,1276370897.30188,0.005145,4,5,0,60,56860,2,,44,6,34439,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418473,2048,66,1276370897.471117,0.006031,4,5,0,52,3691,2,,44,6,22081,80.66.211.179,192.168.5.122,54261.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418474,2048,66,1276370897.472599,0.001482,4,5,0,52,56861,2,,44,6,34446,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418496,2048,66,1276370897.641611,0.044523,4,5,0,52,56862,2,,44,6,34445,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418497,2048,87,1276370897.6421661,0.000555,4,5,0,73,56863,2,,44,6,34423,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418507,2048,218,1276370897.856801,3.9e-05,4,5,0,204,56864,2,,44,6,34291,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418522,2048,210,1276370898.049844,0.156712,4,5,0,196,56865,2,,44,6,34298,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418543,2048,82,1276370898.232204,0.036105,4,5,0,68,56866,2,,44,6,34425,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418748,2048,118,1276370899.977823,0.005289,4,5,0,104,56869,2,,44,6,34386,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418754,2048,166,1276370900.13968,0.049145,4,5,0,152,56870,2,,44,6,34337,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
418826,2048,166,1276370900.311903,0.000648,4,5,0,152,56871,2,,44,6,34336,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419207,2048,118,1276370902.4414122,0.043014,4,5,0,104,56872,2,,44,6,34383,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419209,2048,74,1276370902.441844,0.000198,4,5,0,60,5024,2,,44,6,20740,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419212,2048,66,1276370902.444292,0.002084,4,5,0,52,56873,2,,44,6,34434,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419229,2048,66,1276370902.604912,0.037803,4,5,0,52,56874,2,,44,6,34433,80.66.211.179,192.168.5.122,55006.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419230,2048,66,1276370902.608096,0.003184,4,5,0,52,5025,2,,44,6,20747,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419263,2048,66,1276370902.775398,0.023558,4,5,0,52,5026,2,,44,6,20746,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419264,2048,87,1276370902.7766702,0.001272,4,5,0,73,5027,2,,44,6,20724,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419347,2048,218,1276370903.495785,0.008675,4,5,0,204,5029,2,,44,6,20591,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419443,2048,210,1276370904.181462,0.001278,4,5,0,196,5032,2,,44,6,20596,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419544,2048,82,1276370904.842185,0.005365,4,5,0,68,5035,2,,44,6,20721,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419548,2048,118,1276370905.038495,0.002844,4,5,0,104,5036,2,,44,6,20684,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419562,2048,166,1276370905.2340348,0.169534,4,5,0,152,5037,2,,44,6,20635,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419585,2048,166,1276370905.401056,0.041229,4,5,0,152,5038,2,,44,6,20634,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419665,2048,118,1276370906.888564,0.092644,4,5,0,104,5039,2,,44,6,20681,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419668,2048,74,1276370906.89151,0.002173,4,5,0,60,62544,2,,44,6,28755,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419670,2048,66,1276370906.8918703,6e-06,4,5,0,52,5040,2,,44,6,20732,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,0.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419672,2048,66,1276370907.045603,0.087837,4,5,0,52,5041,2,,44,6,20731,80.66.211.179,192.168.5.122,55462.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419825,2048,78,1276370916.249397,0.165645,4,5,0,64,62547,2,,44,6,28748,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419827,2048,87,1276370916.4162288,0.163248,4,5,0,73,62549,2,,44,6,28737,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419833,2048,218,1276370918.128433,0.150419,4,5,0,204,62553,2,,44,6,28602,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419835,2048,210,1276370918.320333,0.157023,4,5,0,196,62554,2,,44,6,28609,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419838,2048,66,1276370918.498205,0.17281,4,5,0,52,62555,2,,44,6,28752,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419839,2048,82,1276370918.499223,0.001018,4,5,0,68,62556,2,,44,6,28735,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419841,2048,118,1276370919.129242,0.171708,4,5,0,104,62558,2,,44,6,28697,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419844,2048,166,1276370919.3069282,0.177269,4,5,0,152,62559,2,,44,6,28648,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
419846,2048,150,1276370919.473489,0.165162,4,5,0,136,62560,2,,44,6,28663,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
420084,2048,118,1276370922.291074,0.015017,4,5,0,104,62563,2,,44,6,28692,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,1.0,0.0,1.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
420086,2048,66,1276370922.4454541,0.153473,4,5,0,52,62564,2,,44,6,28743,80.66.211.179,192.168.5.122,55886.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
420091,2048,74,1276370924.880082,0.12691,4,5,0,60,8838,2,,44,6,16926,80.66.211.179,192.168.5.122,57260.0,22.0,,,,,0,0,,0.0,,0.0,1.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
420093,2048,66,1276370925.061374,0.180911,4,5,0,52,8839,2,,44,6,16933,80.66.211.179,192.168.5.122,57260.0,22.0,,,,,0,0,,1.0,,0.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
420095,2048,87,1276370925.232874,0.167984,4,5,0,73,8841,2,,44,6,16910,80.66.211.179,192.168.5.122,57260.0,22.0,,,,,0,0,,1.0,,1.0,0.0,0.0,0.0,0,1,2,114,171,85,0,224,177,135,245,148
